"TIME","GEO","INDIC_IS","UNIT","IND_TYPE","Value","Flag and Footnotes"
"2020","Netherlands","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Netherlands","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2020","Netherlands","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","1",""
"2020","Netherlands","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","95",""
"2020","Netherlands","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Netherlands","Last internet use: more than a year ago","Percentage of individuals","All Individuals","1",""
"2020","Netherlands","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Netherlands","Individuals who have ever used the internet","Percentage of individuals","All Individuals","96",""
"2020","Netherlands","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Netherlands","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","5",""
"2020","Netherlands","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Netherlands","Internet use: never","Percentage of individuals","All Individuals","4",""
"2020","Netherlands","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Austria","Last internet use: in last 3 months","Percentage of individuals","All Individuals","88",""
"2020","Austria","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Austria","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","1",""
"2020","Austria","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","2",""
"2020","Austria","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","89",""
"2020","Austria","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Austria","Last internet use: more than a year ago","Percentage of individuals","All Individuals","3",""
"2020","Austria","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Austria","Individuals who have ever used the internet","Percentage of individuals","All Individuals","92",""
"2020","Austria","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Austria","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","11",""
"2020","Austria","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Austria","Internet use: never","Percentage of individuals","All Individuals","8",""
"2020","Austria","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Poland","Last internet use: in last 3 months","Percentage of individuals","All Individuals","83",""
"2020","Poland","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Poland","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals","2",""
"2020","Poland","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals","2",""
"2020","Poland","Last internet use: in the last 12 months","Percentage of individuals","All Individuals","85",""
"2020","Poland","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Poland","Last internet use: more than a year ago","Percentage of individuals","All Individuals","2",""
"2020","Poland","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Poland","Individuals who have ever used the internet","Percentage of individuals","All Individuals","87",""
"2020","Poland","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Poland","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals","15",""
"2020","Poland","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Poland","Internet use: never","Percentage of individuals","All Individuals","13",""
"2020","Poland","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2020","Portugal","Last internet use: in last 3 months","Percentage of individuals","All Individuals","78",""
"2020","Portugal","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
